Date(UTC),UnixTimeStamp,BlockSize,AvgGasPrices,GasUsed,GasLimit,BlockTime,NetworkUtilization,TransactionFees,BlockDifficulty,NetworkHash,EtherSupply,MarketCap,AddressCount,Price,EthereumGTrends,TweetCount,from_tx_count_dbbf,fromSum_dbbf,from_tx_count_92fe,fromSum_92fe,from_tx_count_fdc0,fromSum_fdc0,from_tx_count_5fc7,fromSum_5fc7,from_tx_count_8258,fromSum_8258,from_tx_count_f0be,fromSum_f0be,from_tx_count_aced,fromSum_aced,from_tx_count_ab89,fromSum_ab89,from_tx_count_769c,fromSum_769c,from_tx_count_a413,fromSum_a413,from_tx_count_6853,fromSum_6853,from_tx_count_92ff,fromSum_92ff,from_tx_count_fb32,fromSum_fb32,from_tx_count_84f3,fromSum_84f3,to_tx_count_dbbf,toSum_dbbf,to_tx_count_92fe,toSum_92fe,to_tx_count_e428,toSum_e428,to_tx_count_fdc0,toSum_fdc0,to_tx_count_5fc7,toSum_5fc7,to_tx_count_8258,toSum_8258,to_tx_count_f0be,toSum_f0be,to_tx_count_aced,toSum_aced,to_tx_count_ab89,toSum_ab89,to_tx_count_769c,toSum_769c,to_tx_count_a413,toSum_a413,to_tx_count_6853,toSum_6853,to_tx_count_92ff,toSum_92ff,to_tx_count_fb32,toSum_fb32,to_tx_count_84f3,toSum_84f3
2016-11-05,1478304000,1358,24196990421,1010144475,1998836,14.33,0.0843,2.46E+19,53.005,3926.9146,85676408.78,951.8649016,789257,11.11,1.12,1455,,,,,78,20238.96031,,,,,,,,,,,,,196,1488.150696,6,451.924682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-06,1478390400,1289,24064007293,961866815,1998560,14.17,0.0795,2.33E+19,51.647,3870.5255,85708208.94,940.219052,790947,10.97,1.02,3091,,,,,86,22158.78803,,,,,,,,,,,,,222,4293.179566,2,184.675949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-07,1478476800,1399,24556000429,1155660767,1998737,13.6,0.0916,2.90E+19,58.599,4601.8022,85741468,934.5820012,792758,10.9,1.42,1377,,,,,99,41486.35896,,,,,,,,,,,,,233,11230.24138,4,729.3467079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-08,1478563200,1476,24358801328,1287625339,1998842,13.97,0.1046,3.15E+19,67.264,5126.5784,85773795.19,931.5034157,794819,10.86,1.38,1496,,,,,108,37325.52184,,,,,,,,,,,,,252,5761.311523,3,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-09,1478649600,1484,25674126403,1396745204,1998969,14.49,0.1179,3.50E+19,68.501,5000.396,85804797.53,912.9630457,797293,10.64,1.04,1656,,,,,123,39023.70807,,,,,,,,,,,,,274,26102.63637,6,46.741161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-10,1478736000,1492,24703835063,1345345017,1998946,14.4,0.1128,3.54E+19,62.532,4596.517,85836008.31,902.9948074,799270,10.52,1.24,1548,,,,,90,52854.24486,,,,,,,,,,,,,184,3937.950537,10,500.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-11,1478822400,1462,28889390493,1309985453,1998527,14.37,0.1094,4.42E+19,60.582,4470.7243,85867347.69,883.5750077,801510,10.29,1.38,2105,,,,,206,60534.89772,,,,,,,,,,,,,268,7161.067794,14,5169.948819,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5499.99,,,,,,,,
2016-11-12,1478908800,1426,25243993965,1173857840,1999114,14.12,0.0965,3.07E+19,60.465,4555.873,85899297.69,855.557005,803333,9.96,1.16,1525,,,,,90,41450.25377,,,,,,,,,,,,,226,9565.485286,6,71.45949862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-13,1478995200,1468,25168748733,1300556775,1998932,13.85,0.1049,3.39E+19,64.651,4937.128,85931721.91,870.4883429,805729,10.13,1.34,1948,,,,,89,50357.16239,,,,,,,,,,,,,168,9468.607807,10,485.5268457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-14,1479081600,1576,24969184273,1454676000,1998511,14.13,0.12,3.83E+19,68.109,5122.3997,85963606.13,859.6360613,807584,10,1.34,2687,,,,,103,33782.83856,,,,,,,,,,,,,182,7830.615548,4,9.523809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-15,1479168000,1577,24586128040,1415927265,1998874,14.33,0.1183,3.70E+19,69.61,5155.4629,85995043.16,878.8693411,809701,10.22,0.84,3038,,,,,108,61600.30196,,,,,,,,,,,,,293,12012.25062,3,450.0005399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-16,1479254400,1481,24746018974,1307260877,1998890,14.21,0.1082,3.49E+19,67.943,5050.1138,86026624.56,861.1265119,811573,10.01,1.26,2341,,,,,93,28760.03958,,,,,,,,,,,,,218,18151.77156,8,1266.042686,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5198.99,,,,,,,,
2016-11-17,1479340800,1476,24334480804,1193953855,1998694,14.61,0.1018,3.04E+19,66.53,4838.0854,86057433.16,856.2714599,813381,9.95,2,2645,,,,,71,50559.78479,,,,,,,,,,,,,257,18462.49996,14,2356.630872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-18,1479427200,1514,24779293462,1340958763,1997356,13.67,0.1068,3.47E+19,66.438,5193.5489,86090533.94,820.4427884,815431,9.53,0.94,2802,,,,,82,58116.15808,,,,,,,,,,,,,274,25174.2475,9,1599.535845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-19,1479513600,1375,24367796634,1103106990,1996428,13.92,0.0899,2.79E+19,71.949,5480.2832,86122865.03,835.3917908,817002,9.7,1.64,2282,,,,,85,48497.66876,,,,,,,,,,,,,199,6532.036192,8,1138.441,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1999.99,,,,,,,,
2016-11-20,1479600000,1473,24297865025,1263031869,1997325,13.87,0.1023,3.26E+19,78.335,5987.5706,86155325.19,824.506462,818672,9.57,0.9,1957,,,,,59,27928.83886,,,,,,,,,,,,,162,6429.128132,6,40.9840003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-21,1479686400,1537,24827550548,1349827967,1997295,14.12,0.1113,3.53E+19,84.45,6324.9229,86187136.75,823.9490273,820838,9.56,1.36,4974,,,,,98,23673.93038,,,,,,,,,,,,,161,8487.65838,6,261.5761,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4999.99,,,,,,,,
2016-11-22,1479772800,1708,23329377849,1568306298,1997825,14.47,0.1326,3.81E+19,81.078,5955.0846,86218314.25,848.3882122,822445,9.84,1.88,3026,,,,,86,25277.57348,,,,,,,,,,,,,241,14149.17935,3,104.126398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-23,1479859200,1950,24571404785,3254628695,2034874,14.5,0.2713,8.22E+19,75.589,5908.0341,86250939.88,843.534192,824109,9.78,1.9,2440,,,,,73,45359.34986,,,,,,,,,,,,,186,10428.47453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1999.99,,,,,,,,
2016-11-24,1479945600,1424,27981297065,2211281024,3224321,14.44,0.1196,5.89E+19,68.111,5287.2911,86283337.53,795.532372,825754,9.22,1.46,3073,,,,,94,71819.27884,,,,,,,,,,,,,113,4543.651087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-25,1480032000,1767,24440853301,2334154461,3299571,14.13,0.1682,5.98E+19,65.987,5301.8374,86316772.38,810.5144926,846275,9.39,1.36,2533,,,,,82,57968.35464,,,,,,,,,,,,,124,3655.420165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-26,1480118400,1501,24641800522,2821246160,3299530,14.56,0.1498,7.26E+19,69.017,5364.8074,86349268.31,806.502166,849441,9.34,1.38,2231,,,,,60,17630.03231,,,,,,,,,,,,,107,2933.863296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-27,1480204800,1703,25256371561,4447039191,3299028,14.53,0.2307,1.15E+20,65.524,5348.1061,86382979.41,769.6723465,852266,8.91,1.58,6856,,,,,61,20723.0304,,,,,,,,,,,,,214,11023.32752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-28,1480291200,1731,25726139305,4699460436,3299394,14.3,0.2357,1.22E+20,67.65,5544.287,86416919.25,749.2346899,853978,8.67,1.62,4254,,,,,118,40479.33224,,,,,,,,,,,,,272,16391.98733,3,17.34492728,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3022.29,,,,,,,,
2016-11-29,1480377600,1692,25163119754,3918288751,3299547,14.43,0.1983,1.02E+20,69.01,5456.127,86449890.34,707.160103,855743,8.18,1.24,3263,,,,,151,58861.4795,,,,,,,,,,,,,266,12544.93924,3,813.7258385,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3999.98,,,,,,,,
2016-11-30,1480464000,2209,23375317675,1448305639,3293862,14.26,0.0725,3.53E+19,69.284,5209.9548,86481730.34,742.8780637,857601,8.59,1.44,3429,,,,,113,49368.46788,,,,,,,,,,,,,279,15558.1221,3,17.754359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,1480550400,1407,22785340768,1179561410,3292451,14.27,0.0592,2.72E+19,70.31,5268.3704,86513478.63,730.1737596,859257,8.44,0.78,3644,,,,,79,93339.8494,,,,,,,,,,,,,188,7588.184987,9,1159.970566,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2999.99,,,,,,,,
2016-12-02,1480636800,1462,23095222285,1219699612,3291199,14.22,0.0642,2.81E+19,71.265,5341.6121,86545275.03,662.071354,862502,7.65,1.46,3164,,,,,102,85570.41944,,,,,,,,,,,,,270,20693.17967,14,9159.044499,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1999.99,,,,,,,,
2016-12-03,1480723200,1404,22832490174,1114755125,3290780,14,0.0655,2.59E+19,74.253,5614.5189,86577391.44,683.9613924,868899,7.9,1.04,2247,,,,,56,36107.8801,,,,,,,,,,,,,268,25079.73365,15,2488.975973,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4999.99,,,,,,,,
2016-12-04,1480809600,1403,22644586389,1131598024,3291411,14.4,0.0683,2.63E+19,75.672,5551.9253,86608563.94,653.0285721,874459,7.54,0.98,1852,,,,,62,87762.43084,,,,,,,,,,,,,145,10167.57048,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-05,1480896000,1491,23613848731,1245472147,3926785,14.34,0.0642,3.13E+19,73.601,5409.3217,86639798.63,579.6202528,881172,6.69,2,2076,,,,,126,92011.3635,,,,,,,,,,,,,276,29001.6233,2,20050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-06,1480982400,1615,23636815655,1416816699,3997425,14.09,0.0608,3.47E+19,71.207,5367.7479,86671774.25,659.572202,883754,7.61,1.62,3178,,,,,193,192995.674,,,,,,,,,,,,,485,66402.40017,23,82187.22997,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4421.98,,,,,,,,
2016-12-07,1481068800,1523,23374892164,1404643653,4001886,14.17,0.0578,3.50E+19,73.643,5496.8057,86703484.88,723.9740987,885642,8.35,1.16,3804,,,,,137,112182.4759,,,,,,,,,,,,,295,27334.46297,10,66281.77,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3999.99,,,,,,,,
2016-12-08,1481155200,1416,9.4E+11,1238511280,4006060,14.03,0.0505,7.92E+20,76.369,5783.3873,86735578.94,719.9053052,887335,8.3,1.16,2433,,,,,90,90214.46009,,,,,,,,,,,,,189,17052.21981,15,74889.697,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4999.99,,,,,,,,
2016-12-09,1481241600,1502,22949471336,1332538357,4005990,14.22,0.055,3.14E+19,79.28,5914.8346,86767239.56,739.2568811,889144,8.52,1,2236,,,,,63,25134.8657,,,,,,,,,,,,,188,30428.02475,11,30753.7003,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2499.98,,,,,,,,
2016-12-10,1481328000,1428,22755035263,1210059849,4005120,14.16,0.0539,2.90E+19,80.985,6040.1544,86798915.97,702.2032302,892527,8.09,0.76,2034,,,,,91,32929.82647,,,,,,,,,,,,,149,5449.563208,13,1430.374025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-11,1481414400,1681,23102362744,1630402551,4005638,14.11,0.0744,3.68E+19,82.938,6204.02,86830698,712.0117236,895206,8.2,0.98,2187,,,,,51,8946.588047,,,,,,,,,,,,,132,7489.574196,6,267.9309315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-12,1481500800,1477,23597952573,1262373967,4012790,14.35,0.0535,3.12E+19,80.878,5975.0517,86862037.38,733.9842158,896938,8.45,0.42,1959,,,,,80,24440.72209,,,,,,,,,,,,,142,16443.50175,10,7804.556252,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1500,,,,,,,,
2016-12-13,1481587200,1538,22648901910,1328681874,4008647,14.17,0.0546,3.10E+19,82.224,6168.728,86893847.38,729.908318,898535,8.4,1.2,2874,,,,,64,15440.06132,,,,,,,,,,,,,141,6457.693715,5,50963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-14,1481673600,1835,22618352558,1460654618,4010315,14.14,0.0753,3.49E+19,81.678,6132.4685,86925697.84,715.3984933,901773,8.23,0.82,2608,,,,,81,51257.80347,,,,,,,,,,,,,118,10503.71593,9,984.46565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15,1481760000,1582,23094151934,1390060373,4009752,14.33,0.0776,3.44E+19,82.534,6097.3583,86957065.66,674.7868295,905539,7.76,1.02,2306,,,,,102,31744.81729,,,,,,,,,,,,,164,12783.53091,11,3155.242444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-16,1481846400,1506,22992393242,1291609871,4010738,14.15,0.0574,3.06E+19,84.138,6290.8766,86988822.06,682.8622532,907424,7.85,0.64,1920,,,,,60,22089.62166,,,,,,,,,,,,,151,9502.222183,9,16939.17259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-17,1481932800,1418,23595023607,1235492184,4007103,14.07,0.0618,3.28E+19,84.534,6370.3847,87020784.41,666.5792086,910520,7.66,0.48,1919,,,,,62,41576.44459,,,,,,,,,,,,,145,7859.576675,2,58.62650442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-18,1482019200,1345,23992718388,1106211073,4004408,14.13,0.0577,2.77E+19,87.76,6594.1816,87052676.91,686.8456208,912585,7.89,0.48,1898,,,,,42,16582.09301,,,,,,,,,,,,,108,7581.407658,8,15041.07554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-19,1482105600,1616,23123514564,1495809320,4004278,14.27,0.0646,3.65E+19,88.902,6588.4056,87084147.38,662.7103615,914696,7.61,0.68,2955,,,,,77,46391.38786,,,,,,,,,,,,,129,12171.73872,8,30894.68495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-20,1482192000,1536,24119840003,1527558481,4008755,14.19,0.0628,4.39E+19,90.508,6748.3212,87115816.28,661.2090456,917034,7.59,0.7,2904,,,,,82,29172.22638,,,,,,,,,,,,,138,15263.15805,8,550.1422211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-21,1482278400,1769,23592292635,1796300581,4006388,14.19,0.0739,5.47E+19,90.111,6696.8063,87147409.25,685.8501108,918936,7.87,1.02,2514,,,,,109,61134.95641,,,,,,,,,,,,,182,33760.31754,10,54374.59792,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2000,,,,,,,,
2016-12-22,1482364800,1762,20481256826,1695203949,4005071,14.42,0.0746,3.88E+19,88.552,6475.333,87178483.31,666.0436125,927709,7.64,0.8,2557,,,,,138,47687.46902,,,,,,,,,,,,,212,24228.47376,12,30864.87311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-23,1482451200,1522,21893017280,1339317925,4005530,14.43,0.0562,2.97E+19,82.166,6022.6423,87209600.66,624.4207407,931859,7.16,1.16,2213,,,,,150,62816.37738,,,,,,,,,,,,,267,71433.73881,12,33477.94895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-24,1482537600,1361,22905581735,1110435549,4005314,14.33,0.0496,2.58E+19,76.928,5671.6635,87240927.53,630.7519061,933627,7.23,1.24,2168,,,,,60,17535.87039,,,,,,,,,,,,,153,17609.85702,7,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-25,1482624000,1317,22736759512,1044011922,4005173,14.07,0.0425,2.42E+19,78.75,5939.9539,87272935.97,627.4924096,934939,7.19,0.66,2092,,,,,79,26457.16129,,,,,,,,,,,,,153,14376.90205,2,101.895,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8500,,,,,,,,
2016-12-26,1482710400,1294,22814139095,1001482192,4004528,14.18,0.0412,2.31E+19,82.528,6147.6001,87304580.66,629.4660265,936356,7.21,0.64,2460,,,,,87,54778.85274,,,,,,,,,,,,,131,12766.48051,6,945.5841513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-27,1482796800,1558,23152519818,1432239709,4002387,14.38,0.0597,3.64E+19,80.947,5943.6228,87335807.22,624.4510216,938065,7.15,0.86,2280,,,,,110,34642.28696,,,,,,,,,,,,,161,20625.23896,3,943.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-28,1482883200,1531,22822250696,1356040583,4003240,14.19,0.0559,3.16E+19,79.482,5906.9011,87367378.63,661.3710562,940084,7.57,1.44,2142,,,,,136,108814.376,,,,,,,,,,,,,238,19043.94863,5,227.9718717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-29,1482969600,1678,23046273651,1632342826,4002971,14.12,0.067,4.07E+19,78.498,5885.5378,87399197.38,717.5474104,942696,8.21,1.62,2424,,,,,155,98771.79899,,,,,,,,,,,,,348,54584.21738,14,3238.630763,,,,,,,,,,,,,2,1.1,,,,,,,,,,,,,4,13499.97,,,,,,,,
2016-12-30,1483056000,1623,22836679784,1553149651,4003148,14.17,0.0641,4.48E+19,78.996,5892.7281,87430878.94,713.4359721,945119,8.16,1.04,2272,,,,,86,38122.88812,,,,,,,,,,,,,259,23098.25787,13,1403.303117,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7499.97,,,,,,,,
2016-12-31,1483142400,1544,22450276633,1267201745,4005641,14.34,0.0576,2.86E+19,81.073,5957.5536,87462107.06,704.0699619,948080,8.05,1.08,2161,,,,,84,30110.86915,,,,,,,,,,,,,133,3029.071146,5,92.856236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,1483228800,1390,22502464773,1122085141,4004494,14.09,0.0471,2.53E+19,79.895,5962.5576,87493855.34,712.1999825,949686,8.14,1.48,1791,,,,,77,29242.89552,,,,,,,,,,,,,176,17173.91086,12,17102.96059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-02,1483315200,1458,22989772352,1200378294,4005192,14.21,0.051,2.81E+19,80.591,5979.936,87525386.13,729.9617203,951934,8.34,2.04,1751,,,,,111,54854.96953,,,,,,,,,,,,,224,24627.99664,8,852.3356613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-03,1483401600,1627,23220439902,1725017707,4004606,14.28,0.0713,4.02E+19,80.545,5984.9265,87556909.41,840.5463303,954595,9.6,3.2,2639,,,,,210,127748.3519,,,,,,,,,,,,,396,42616.10815,13,2782.369698,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5000,,,,,,,,
2017-01-04,1483488000,1717,23038159919,1722856381,4004246,13.99,0.0701,3.95E+19,87.318,6603.4409,87589008.94,952.9684172,958122,10.88,3.44,3452,,,,,247,147757.333,,,,,,,,,,,,,521,43519.72669,4,1164.41,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5999.98,,,,,,,,
2017-01-05,1483574400,1676,22939235415,1531231916,4004576,14.1,0.063,3.49E+19,90.096,6748.8433,87620825.97,893.7324249,961441,10.2,4,2896,,,,,208,96753.44627,,,,,,,,,,,,,434,39947.6738,15,1176.015027,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8999.97,,,,,,,,
2017-01-06,1483660800,1593,23009819425,1346979886,4005286,14.32,0.0592,3.13E+19,91.837,6783.5835,87652185.5,882.657508,964753,10.07,2.28,2283,,,,,177,63893.52356,,,,,,,,,,,,,502,41126.0295,12,53915.54202,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14499.95,,,,,,,,
2017-01-07,1483747200,1570,22843513981,1339394826,4004812,14.09,0.0575,3.02E+19,93.445,7025.7055,87684080.5,858.4271481,967383,9.79,2.24,1653,,,,,110,43473.22914,,,,,,,,,,,,,397,40264.36187,38,3243.032479,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8499.99,,,,,,,,
2017-01-08,1483833600,1557,22998988736,1452349378,4005788,14.13,0.0597,3.30E+19,94.534,7052.8143,87715764.88,900.8409053,969583,10.27,0.78,1734,,,,,105,43484.25473,,,,,,,,,,,,,234,33916.84444,18,3907.504836,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10199.98,,,,,,,,
2017-01-09,1483920000,1595,23091635207,1557850735,4006987,14.16,0.0639,3.59E+19,97.382,7281.103,87747515.19,895.0246549,972005,10.2,0.92,1968,,,,,158,55765.4002,,,,,,,,,,,,,267,35007.24174,10,780.9975323,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9999.99,,,,,,,,
2017-01-10,1484006400,1686,22532703925,1666781505,4003798,14.27,0.069,3.87E+19,98.722,7283.0151,87778864.56,926.0670211,974323,10.55,0.74,1847,,,,,117,59268.72978,,,,,,,,,,,,,212,10600.96737,20,18121.49836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-11,1484092800,1591,22676639926,1526928420,4004492,14.24,0.0631,3.46E+19,99.096,7356.4905,87810387.53,863.1761094,976598,9.83,0.68,1661,,,,,146,60219.18627,,,,,,,,,,,,,278,24370.82205,16,6579.36406,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5999.99,,,,,,,,
2017-01-12,1484179200,1697,23040753981,1613483109,4007178,14.21,0.0689,3.71E+19,99.976,7432.253,87841944.25,861.7294731,980228,9.81,0.84,1611,,,,,121,52731.32648,,,,,,,,,,,,,230,15574.16547,21,6741.346394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-13,1484265600,1729,22119879499,1614122156,4007972,14.1,0.0694,3.58E+19,101.356,7568.8324,87873674.56,859.4045372,983851,9.78,0.82,1739,,,,,96,21470.56166,,,,,,,,,,,,,169,7542.284931,17,1003.175684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-14,1484352000,1499,22409886093,1276527305,4005799,14.18,0.055,2.87E+19,102.517,7587.9426,87905152.69,859.7123933,987294,9.78,0.8,1446,,,,,75,19697.64037,,,,,,,,,,,,,176,10429.08902,4,50042.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-15,1484438400,1498,22419878847,1333535915,4005652,14.14,0.0549,3.00E+19,103.641,7741.9086,87936854.72,868.8161246,989724,9.88,0.78,1820,,,,,74,19231.71582,,,,,,,,,,,,,194,8460.262893,11,3432.034419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,1484524800,1575,22395773525,1447294287,4006416,14.22,0.0597,3.25E+19,104.134,7735.3142,87968395.03,843.6169083,992133,9.59,0.7,1817,,,,,82,24087.14544,,,,,,,,,,,,,166,6244.08942,11,12161.81091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-17,1484611200,1642,22742343222,1742542655,4005926,14.36,0.0725,3.94E+19,103.817,7657.6882,87999691.13,892.316868,994840,10.14,0.76,1821,,,,,93,24575.79904,,,,,,,,,,,,,221,21230.35706,9,1182.626965,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1499.99,,,,,,,,
2017-01-18,1484697600,1583,22420105832,1514489339,4006634,14.18,0.0623,3.40E+19,102.053,7592.5237,88031299.09,897.0389378,997440,10.19,0.7,2604,,,,,97,27928.36313,,,,,,,,,,,,,167,23625.54669,17,19497.14821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-19,1484784000,1552,22228644380,1417244289,4006932,14,0.0576,3.13E+19,107.184,8114.4421,88063420.19,918.5014726,999958,10.43,1.02,1887,,,,,85,11135.1932,,,,,,,,,,,,,182,10088.23327,36,10749.30372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-20,1484870400,1609,22369863556,1515455427,4005670,14.41,0.0649,3.36E+19,106.857,7838.6452,88094541.28,933.8021376,1003081,10.6,0.58,1648,,,,,125,774919.3667,,,,,,,,,,,,,193,12679.72964,16,3371.143903,,,,,,,,,,,,,3,600100.0046,,,,,,,,,,,,,,,,,,,,,,
2017-01-21,1484956800,1504,22405633901,1388291037,4006350,14.27,0.0573,3.07E+19,108.358,8044.0736,88126065.03,961.4553695,1005461,10.91,0.82,1416,,,,,94,45039.57332,,,,,,,,,,,,,227,9886.66199,25,1754.583344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22,1485043200,1616,22118050371,1643236317,4008101,14.18,0.0676,3.58E+19,108.811,8083.9775,88157642.84,944.1683549,1008099,10.71,0.72,1596,,,,,138,104404.7501,,,,,,,,,,,,,135,4559.379935,17,837.6880879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,1485129600,1612,22267116021,1597491636,4007046,14.22,0.0667,3.50E+19,111.109,8232.8818,88189141.28,950.678943,1010801,10.78,0.76,1924,,,,,114,56041.95328,,,,,,,,,,,,,135,10188.2211,10,4294.306362,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2998.99,,,,,,,,
2017-01-24,1485216000,1754,22081334070,1886697084,4006384,14.23,0.078,4.12E+19,109.885,8124.3364,88220561.75,927.198104,1013213,10.51,0.86,1831,,,,,77,49997.29763,,,,,,,,,,,,,144,6176.556795,6,9762.8075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-25,1485302400,1644,22329866070,1674958906,4005629,14.31,0.0697,3.78E+19,110.021,8145.8979,88251985.34,927.528366,1015638,10.51,1.18,1851,,,,,105,59005.75524,,,,,,,,,,,,,145,7268.059964,4,169.8594791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-26,1485388800,1673,22478987111,1623030263,4005536,14.14,0.0681,3.65E+19,111.654,8367.5758,88283770.03,940.2221508,1018788,10.65,0.64,1771,,,,,118,33470.11325,,,,,,,,,,,,,172,7365.703946,12,6593.872362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-27,1485475200,1658,22449741445,1559585360,4004172,14.36,0.0652,3.53E+19,112.707,8244.2883,88314884.88,928.18944,1021176,10.51,0.56,1834,,,,,85,34168.02219,,,,,,,,,,,,,170,20469.77018,9,3819.843993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
