Date(UTC),UnixTimeStamp,BlockSize,AvgGasPrices,GasUsed,GasLimit,BlockTime,NetworkUtilization,TransactionFees,BlockDifficulty,NetworkHash,EtherSupply,MarketCap,AddressCount,Price,EthereumGTrends,TweetCount,from_tx_count_dbbf,fromSum_dbbf,from_tx_count_92fe,fromSum_92fe,from_tx_count_fdc0,fromSum_fdc0,from_tx_count_5fc7,fromSum_5fc7,from_tx_count_8258,fromSum_8258,from_tx_count_f0be,fromSum_f0be,from_tx_count_aced,fromSum_aced,from_tx_count_ab89,fromSum_ab89,from_tx_count_769c,fromSum_769c,from_tx_count_a413,fromSum_a413,from_tx_count_6853,fromSum_6853,from_tx_count_92ff,fromSum_92ff,from_tx_count_fb32,fromSum_fb32,from_tx_count_84f3,fromSum_84f3,to_tx_count_dbbf,toSum_dbbf,to_tx_count_92fe,toSum_92fe,to_tx_count_e428,toSum_e428,to_tx_count_fdc0,toSum_fdc0,to_tx_count_5fc7,toSum_5fc7,to_tx_count_8258,toSum_8258,to_tx_count_f0be,toSum_f0be,to_tx_count_aced,toSum_aced,to_tx_count_ab89,toSum_ab89,to_tx_count_769c,toSum_769c,to_tx_count_a413,toSum_a413,to_tx_count_6853,toSum_6853,to_tx_count_92ff,toSum_92ff,to_tx_count_fb32,toSum_fb32,to_tx_count_84f3,toSum_84f3
2015-07-30,1438214400,644,0,0,0,4.46,0,0,0.121,11.5297,72049306.59,0,9205,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,1438300800,582,0,0,0,12.58,0,0,0.603,51.4594,72085498.31,0,9361,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-01,1438387200,575,0,0,0,16.34,0,0,0.887,57.7845,72113204.25,0,9476,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-02,1438473600,581,0,0,0,16.12,0,0,1.02,67.9224,72141427.69,0,9563,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,1438560000,587,0,0,0,16.37,0,0,1.126,74.5737,72169404.41,0,9639,0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,1438646400,587,0,0,0,16.1,0,0,1.217,82.0352,72197882.84,0,9696,0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,1438732800,579,0,0,0,16.51,0,0,1.328,86.1558,72225411.44,0,9749,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,1438819200,584,0,0,0,16.89,0,0,1.381,88.3326,72252486.91,0,9790,0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,1438905600,633,6.05E+11,49353826,122980,16.65,0.1317,3.73E+19,1.471,95.2981,72279924.56,200.215391,10314,2.77,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-08,1438992000,668,3.23E+11,376006093,1940277,16.44,0.0468,6.81E+19,1.586,104.8971,72307868,58.56937308,10730,0.81,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-09,1439078400,618,4.75E+11,38863003,3141325,16.86,0.0024,1.41E+19,1.709,109.6916,72335046.28,53.52793425,11004,0.74,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,1439164800,631,4.22E+11,74070061,3141511,16.44,0.0045,3.12E+19,1.838,120.5988,72362863.63,49.20674727,11679,0.68,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,1439251200,692,77838819162,163481740,3141521,16.37,0.0099,1.13E+19,2.036,134.7695,72390891.44,76.73434492,13576,1.06,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,1439337600,653,4.45E+11,70102332,3141555,16.86,0.0044,3.26E+19,2.207,143.0004,72418262.38,90.52282797,13913,1.25,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,1439424000,666,2.69E+11,88234087,3141552,16.34,0.0053,2.49E+19,2.337,156.6101,72446530.5,128.9548243,14459,1.78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,1439510400,660,1.93E+11,78746522,3141575,14.88,0.0043,1.44E+19,2.671,196.7576,72477637.22,130.459747,15024,1.8,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-15,1439596800,638,1.44E+11,59565914,3141584,16.04,0.0035,8.84E+18,3.378,227.665,72506149.88,129.7860083,15407,1.79,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-16,1439683200,641,1.21E+11,58241191,3141581,16.84,0.0036,6.68E+18,3.632,231.8948,72533244.41,99.37054484,15698,1.37,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,1439769600,635,1.32E+11,60515132,3141589,16.16,0.0036,7.64E+18,3.908,258.9066,72561363.31,87.07363598,15984,1.2,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,1439856000,648,1.47E+11,66816413,3141585,17.46,0.0043,1.19E+19,4.378,270.4645,72587526.13,92.18615818,16268,1.27,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,1439942400,653,1.95E+11,91746712,3141611,16.64,0.0056,1.54E+19,4.42,284.0496,72614808.16,91.49465828,16553,1.26,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,1440028800,650,99011782801,63112713,3141608,21.47,0.005,6.86E+18,4.469,221.4382,72635865.19,107.5010805,16773,1.48,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,1440115200,668,79543407701,106379973,3141620,16.98,0.0067,7.86E+18,4.415,277.282,72662556.13,104.6340808,17070,1.44,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-22,1440201600,648,5.53E+11,90744195,3141669,16.39,0.0055,4.25E+19,4.828,312.6127,72690106.59,101.0392482,17313,1.39,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23,1440288000,681,73439482806,117802449,3141828,17.24,0.0075,8.05E+18,5.138,317.1623,72716362.22,98.167089,17662,1.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,1440374400,673,92409814705,97648912,3141762,16.67,0.006,8.88E+18,5.179,333.3458,72743695.5,90.20218242,17839,1.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,1440460800,680,76432335617,114480057,3141658,16.95,0.0071,8.26E+18,5.173,325.2465,72770431.59,85.14140496,18089,1.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,1440547200,669,60481160549,99511209,3141656,17.27,0.0063,7.45E+18,5.587,343.1277,72796569.56,84.44402069,18298,1.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,1440633600,708,59307091958,147888097,3141738,18.35,0.01,8.67E+18,5.925,341.1168,72821102.38,82.28784568,18508,1.13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,1440720000,691,92879907335,111903559,3141816,18.57,0.0077,9.93E+18,6.251,355.2287,72845327.53,94.69892579,18687,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-29,1440806400,682,56211090684,99107570,3141640,19.93,0.0073,5.51E+18,6.658,351.453,72867852.53,85.98406599,18815,1.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-30,1440892800,689,55155494457,102643603,3141760,20.77,0.0079,5.63E+18,6.781,340.144,72889306.13,96.21388409,19017,1.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,1440979200,731,58423521569,129040364,3141670,20.87,0.01,7.42E+18,7.214,359.3523,72910599.56,98.42930941,19168,1.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,1441065600,741,56671549652,140186844,3142022,21.86,0.0113,7.84E+18,7.641,363.4134,72930942.53,98.45677242,19349,1.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,1441152000,766,59243651401,139367393,3141705,24.12,0.0124,8.15E+18,8.284,355.9032,72949329.88,94.10463554,19500,1.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-03,1441238400,755,55051483461,126323875,3141915,25.53,0.0119,6.97E+18,8.355,339.3088,72966710.81,91.93805562,19646,1.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-04,1441324800,762,58779015464,167169621,3141831,19.3,0.012,9.73E+18,6.47,350.0661,72989792.69,92.69703671,19791,1.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-05,1441411200,753,54768144366,159443421,3141859,17.48,0.0103,9.14E+18,6.235,374.917,73015421.75,100.0311278,19955,1.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-06,1441497600,733,55089818552,142769611,3141785,17.19,0.0091,8.06E+18,6.305,388.4451,73041590.03,94.95406704,20081,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,1441584000,753,53594260637,170954165,3141753,17.77,0.0113,9.26E+18,6.339,379.8349,73067050.5,90.60314262,20308,1.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,1441670400,759,64932639811,159613715,3141945,17.46,0.0103,1.04E+19,6.077,370.7395,73092943,89.90431989,20433,1.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,1441756800,765,53779997784,173606036,3141686,17.12,0.011,9.84E+18,6.202,386.1935,73119370.66,88.47443849,20609,1.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,1441843200,730,54630657670,141533806,3141856,17.18,0.009,7.93E+18,6.29,392.0801,73145814.88,84.84914526,20711,1.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,1441929600,736,55713802958,160019709,3141709,16.71,0.0099,8.88E+18,6.562,421.6556,73173054.72,71.70959362,20897,0.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-12,1442016000,761,61830202468,186314190,3141607,17.11,0.0118,1.14E+19,6.833,424.2721,73199455.81,76.12743405,21043,1.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-13,1442102400,764,52313524792,177583552,3141606,17.25,0.0114,9.58E+18,7.022,432.7014,73225627.22,68.83208959,21252,0.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,1442188800,771,53772389657,171636301,3141838,17.61,0.0113,9.90E+18,6.626,399.6471,73251215.34,63.72855735,21409,0.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,1442275200,755,53191101494,148568242,3141800,17.75,0.0098,8.43E+18,6.419,387.7858,73276830.66,68.88022082,21581,0.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,1442361600,739,1.12E+11,146153300,3141820,17.32,0.0094,1.51E+19,6.179,383.9057,73303148.78,65.9728339,21719,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,1442448000,753,55637920883,147106346,3141794,17.91,0.0097,8.56E+18,6.04,362.1457,73328584.41,65.26244012,21826,0.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,1442534400,785,55703151966,212949263,3141637,17.57,0.0139,1.18E+19,5.653,346.2296,73354486.13,62.35131321,21999,0.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-19,1442620800,735,51639660974,151038683,3141615,16.9,0.0095,7.98E+18,5.548,357.5566,73381665.81,65.30968257,22106,0.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-20,1442707200,766,52910345407,206446103,3142039,16.04,0.0124,1.10E+19,6.202,408.748,73409648.47,69.00506956,22230,0.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,1442793600,779,51171380285,190902398,3141982,16.87,0.012,1.02E+19,6.541,409.9779,73436300.34,66.09267031,22363,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,1442880000,807,51465441496,211491983,3141713,17,0.0133,1.14E+19,6.624,410.0917,73462670.66,66.11640359,22496,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,1442966400,784,51732832046,198471252,3141858,16.58,0.0122,1.07E+19,6.895,438.8619,73489750.97,66.14077587,22648,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,1443052800,782,54262646753,183782502,3141870,17.1,0.0117,1.03E+19,7.029,436.2345,73516136.75,59.54807077,22783,0.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,1443139200,767,52300197415,178617418,3141685,16.73,0.0111,9.84E+18,6.977,443.497,73543140.19,54.42192374,22902,0.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-26,1443225600,765,55315658061,160320021,3141649,17.32,0.0104,9.29E+18,7.227,440.6371,73569050.5,57.38385939,22964,0.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-27,1443312000,725,51025979902,165754018,3141739,17.92,0.0111,8.42E+18,7.253,426.444,73594061.59,52.98772435,23045,0.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,1443398400,755,52683661382,171799357,3141657,18.02,0.0115,9.27E+18,6.747,391.4721,73618775.81,43.43507773,23160,0.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,1443484800,762,55437141860,155322802,3141780,18.51,0.0107,8.88E+18,6.057,347.3122,73643144.25,50.07733809,23283,0.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,1443571200,742,51461473059,161315703,3141889,18.04,0.0108,8.39E+18,5.625,332.8925,73668238,53.04113136,23385,0.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-01,1443657600,741,51474669294,167413168,3141822,16.45,0.0102,8.77E+18,5.653,365.2783,73695660.03,50.11304882,23482,0.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-02,1443744000,773,52567714347,175336965,3141782,16.62,0.0109,9.77E+18,5.982,378.4969,73722573.16,50.13134975,23563,0.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-03,1443830400,769,52502578427,176738025,3141755,16.84,0.0111,9.79E+18,6.291,390.9186,73749026.91,50.88682857,23689,0.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-04,1443916800,776,50733256095,175625589,3141756,17.47,0.0114,9.43E+18,6.206,371.1233,73774507.06,49.42891973,23777,0.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-05,1444003200,771,50742818443,217225401,3141678,17.05,0.0138,1.15E+19,6.285,385.5859,73800643.94,46.49440568,23909,0.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-06,1444089600,781,51375494165,185466056,3141827,17.67,0.0123,1.00E+19,6.276,368.4521,73825680.5,48.72494913,24005,0.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-07,1444176000,808,51181314265,227483136,3141680,17.09,0.0145,1.22E+19,5.984,366.9765,73851814.09,45.0496066,24102,0.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,1444262400,789,56971870131,206603046,3141709,16.6,0.0128,1.20E+19,5.978,375.1336,73878596.28,45.80472969,24168,0.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,1444348800,779,61962572208,180944156,3141695,17.45,0.0117,1.13E+19,6.123,364.9485,73904043.94,48.03762856,24243,0.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10,1444435200,778,64893302980,174240457,3141792,17.44,0.0113,1.14E+19,6.032,360.6383,73929543.63,46.57561248,24303,0.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-11,1444521600,748,56318375319,154497993,3141731,16.91,0.0097,9.00E+18,6.139,381.8711,73956054.41,46.59231428,24359,0.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,1444608000,787,51359902694,200001725,3141695,16.48,0.0124,1.07E+19,6.145,386.3386,73982854.41,46.60919828,24473,0.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,1444694400,818,53219625156,223630692,3141683,16.76,0.0139,1.23E+19,6.357,397.9554,74009522.69,44.40571361,24675,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,1444780800,791,57976429615,193279995,3141697,17.3,0.0125,1.18E+19,6.482,394.1999,74035398.31,37.75805314,24906,0.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,1444867200,824,54823147993,347607211,3141699,17.39,0.0225,1.89E+19,6.209,372.9212,74061008.78,41.47416492,25142,0.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,1444953600,827,53404946237,400824348,3141670,17.56,0.0261,2.12E+19,5.815,347.0096,74086450.19,39.2658186,25248,0.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-17,1445040000,788,53619552703,230368185,3141653,16.86,0.0145,1.23E+19,6.004,373.0388,74112900.81,40.76209545,25356,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-18,1445126400,812,52006592112,249377360,3141624,17.28,0.0161,1.31E+19,5.974,362.4454,74138749.09,38.55214953,25489,0.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,1445212800,802,52456819761,216816740,3141665,17.29,0.0139,1.17E+19,5.922,360.9165,74164715.81,36.34071075,25729,0.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,1445299200,770,53767556518,191557542,3141727,17.2,0.0122,1.15E+19,5.835,359.4184,74190908.31,32.64399966,25828,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,1445385600,774,53588794315,180468852,3141707,17.22,0.0115,1.02E+19,5.876,358.9999,74216954.72,32.65546008,26090,0.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,1445472000,782,57253941421,237772273,3141732,17.78,0.0157,1.32E+19,5.734,341.149,74242285.5,43.80294845,26244,0.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,1445558400,818,51207267003,260401303,3141638,16.26,0.0157,1.37E+19,5.879,380.6258,74269844.09,38.62031893,26449,0.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-24,1445644800,771,50749518370,211420205,3141626,16.52,0.013,1.07E+19,6.288,400.8051,74296959.09,42.34926668,26892,0.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-25,1445731200,751,51635339670,170100960,3141631,16.74,0.0106,9.08E+18,6.589,415.4128,74323773.31,48.31045265,27220,0.65,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,1445817600,765,54585998170,203310004,3141613,17.52,0.0132,1.08E+19,6.541,399.276,74349688.63,55.01876958,27534,0.74,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,1445904000,815,53525777571,365376906,3141603,16.5,0.0223,1.89E+19,6.542,423.6995,74377214.88,64.70817694,27744,0.87,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,1445990400,808,54787998286,202357247,3141629,17.33,0.013,1.09E+19,6.846,425.0888,74403563.31,75.14759895,27918,1.01,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,1446076800,814,52364630378,241667844,3141634,16.64,0.0149,1.26E+19,7.04,457.198,74431070.34,86.3400416,28188,1.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,1446163200,781,54017718700,250649964,3141598,16.3,0.0152,1.35E+19,7.429,485.0091,74458794.25,77.43714602,28770,1.04,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,1446249600,812,53753181787,296674561,3141633,16.65,0.0184,1.55E+19,7.793,512.5808,74486542.06,66.29302244,29166,0.89,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-01,1446336000,783,50751088484,316473677,3141603,16.54,0.0195,1.62E+19,7.781,520.7818,74514722.22,78.24045833,29676,1.05,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,1446422400,779,53162663704,193339829,3141654,17.04,0.0122,1.04E+19,7.69,494.4047,74541856.44,71.56018218,29973,0.96,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,1446508800,844,51578536572,236076946,3141601,16.83,0.0148,1.22E+19,7.333,480.1956,74569462.22,74.56946222,30326,1,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,1446595200,762,52243136362,180987375,3141728,16.79,0.0112,9.39E+18,7.743,508.4657,74597178.63,64.8995454,30608,0.87,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,1446681600,813,52990311400,199792729,3141619,16.85,0.0125,1.06E+19,7.582,489.3514,74624470.03,66.41577833,30815,0.89,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,1446768000,812,52184810513,309939683,3141598,16.56,0.0192,1.59E+19,7.592,491.3861,74651892.22,68.67974084,30968,0.92,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-07,1446854400,1005,51944373853,572275369,3141648,17.27,0.037,3.21E+19,7.55,478.1613,74678607.53,68.70431893,31514,0.92,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
