from_address,f0_,f1_,tx_count
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-09-27,54396211788598543689.32038835,412
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-04-28,15502317890849947423.764458465,951
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-12-12,25232877360866842382.709541381,3794
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-04-12,275879287834027540106.951871658,374
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-09-03,20426291136519593023.255813953,1720
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-10-05,13900848043308505315.822388993,1599
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-01-29,40481281827199249530.95684803,533
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-09-17,49967642801371542130.365659777,629
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-08-23,20268898775229422382.671480144,554
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-01-30,66114386694959928443.649373882,559
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-11-26,95650327814768022598.870056497,885
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-11-30,13486759346534481897.627965044,4005
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-08-31,18685623832143103953.147877013,3415
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-08-25,20078115972714169821.525148729,1849
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-08-25,38645961046518942731.27753304,227
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-05-14,68818487109583757961.78343949,942
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-09-06,46219917266361561561.561561562,333
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-07-30,20378723652799031007.751937984,516
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-06-07,20342773659239130434.782608696,828
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-11-21,241570718147551020408.163265306,98
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-04-08,239712673678711846689.895470383,287
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-07-10,41888976749676152197.213290461,1866
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-10-16,40655602973442276422.764227642,369
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-02-05,34199552380788954635.108481262,507
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-02-24,85168034761652621359.223300971,515
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-11-01,20380354738113714849.531327084,2027
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-10-23,90068774321927121212.121212121,660
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-05-01,35456225081765603644.646924829,439
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-11-11,36731585898251623376.623376623,308
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-08-05,30053878985495000000,440
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-04-03,26079997807951432770.022042616,1361
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-12-27,12061119225203002094.484524087,4297
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-11-15,52233287309786574074.074074074,864
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-07-27,37245390590251465798.045602606,307
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-07-28,932422237598160728744.939271255,247
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-12-31,358462727989221428571.428571429,84
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-02-17,85798559070863291139.240506329,395
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-06-01,99084234878511823204.419889503,1810
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-01-23,59935518325634957627.118644068,472
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-08-24,35365804023156696428.571428571,224
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-01-25,13782076990990058139.534883721,3440
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-05-13,85955703664087390542.907180385,571
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-05-19,68221310780056875403.486120077,1549
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-11-14,17225226083814861697.140178153,2133
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-01-15,76949052042447854785.478547855,606
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-12-29,109127144423409606986.899563319,458
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-11-13,75351284525836560934.89148581,599
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-06-10,44136262230282778864.970645793,511
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-11-19,106971434307952602230.483271375,1076
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-05-03,50422535784332586206.896551724,580
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-10-09,20839859793812287655.719139298,1766
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-09-13,23861438941386378334.680679062,2474
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-03-14,33827053209688965517.24137931,435
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-08-15,18320508536543508245.877061469,3335
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-04-01,29093442781715654952.076677316,626
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-04-21,36539836000876802507.836990596,319
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-12-18,9712110508163081232.492997199,5355
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-07-28,33864549438584030418.25095057,263
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-10-01,528194948045662307692.307692308,130
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-11-11,293858726801340291262.13592233,206
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-10-18,518686532097714285714.285714286,105
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-08-10,16224933487159782608.695652174,3036
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-07-31,50146478373720172910.662824207,347
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-12-06,8526516976839173405.21114106,5565
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-12-24,8257338928002152389.151958674,2323
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-01-17,8308980189144812436.633997972,5918
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-08-17,435756977557727814569.536423841,151
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-05-04,132268758018363705972.434915773,1306
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-08-22,370907962497750649350.649350649,154
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-12-29,637237412809401290322.580645161,155
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-10-02,15602376633015966822.187662001,1929
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-07-08,46846113459906030969.845150774,1227
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-07-05,24731292464826855895.19650655,1832
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-08-27,17423244505527882960.413080895,581
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-11-15,40287805374213882352.941176471,425
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-12-12,61641186721870000000,620
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-11-06,257660325970959302325.581395349,86
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-05-02,145116757900470953630.796150481,1143
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-01-11,412460179933984931506.849315068,146
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-05-18,113942753058036857707.509881423,1012
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-02-08,56055863257133204633.204633205,518
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-04-18,18012028872197571552.471812663,1153
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-08-08,30270037290729953917.050691244,868
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-08-01,104323859440845706371.191135734,361
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-09-15,177363126711981632653.06122449,98
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-02-20,69722390506864959016.393442623,488
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-01-13,49559101509081395348.837209302,430
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-01-07,34786738332549490538.573508006,687
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-03-19,24167362921289540012.602394455,1587
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-10-24,234276323964356818181.818181818,88
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-08-28,24375695859320444955.887993863,2607
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-04-21,14086350603553723404.255319149,752
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-03-29,31280047283440501043.841336117,479
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-11-10,587269387344446666666.666666667,90
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-04-01,168124362330583018867.924528302,371
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-03-02,265620825533725688073.394495413,545
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-05-12,42475348581858045977.011494253,522
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-11-09,19644200369202953426.732298372,2641
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-01-10,59165672334068409343.715239155,899
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-08-04,33490343093515981735.159817352,219
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-08-08,75589974554740465116.279069767,430
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-12-26,12104100336727345309.381237525,2505
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-05-12,22188496485327514450.867052023,865
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-05-14,21445589312128333333.333333333,1320
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-03-23,208950299119296958174.904942966,526
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-12-06,999977585272435233160.621761658,193
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-06-06,38197608877234583934.583934584,2079
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-10-13,671158616581300000000,92
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-06-21,40612805414487801857.585139319,3230
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-03-03,72210939328227899686.520376176,319
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-08-20,31920869352948161120.840630473,571
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-12-23,13053122107569371146.7324291,4055
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-12-22,11362377665499979166.666666667,4800
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-09-09,15977893993076123595.505617978,1424
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-10-21,14595326200048726322.664924886,1531
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-03-27,34375365480090456714.383094751,1467
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-07-10,17430707654971910112.359550562,712
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-04-04,53171558838247406082.28980322,559
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-07-26,11781384793733333333.333333333,555
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-05-17,15119066578325000000,1076
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-05-07,73578266933755256723.716381418,818
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-01-05,47031106781126981132.075471698,530
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-10-01,19842950527842089093.701996928,1302
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-10-10,15473506789737937743.190661479,514
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-10-27,14143795625966085693.536673929,1377
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-03-26,21093914408717450682.852807284,1318
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-08-28,157250902965147570332.480818414,391
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-11-06,34622854332885294117.647058824,408
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-09-05,13001488457483304843.304843305,3510
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-10-10,18517097537060371819.960861057,2044
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-07-27,25837722146334465086.483023703,1561
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-06-02,34312296749621563342.318059299,371
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-01-31,9443093001412693333.333333333,3750
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-12-15,311223698892617647058.823529412,102
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-09-28,463387872412439285714.285714286,112
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-05-14,81982883338112612612.612612613,555
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-01-09,352945570887864556962.025316456,158
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-11-21,30207528889516636528.028933092,553
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-05-07,16374278764889738145.789101203,1413
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-06-04,16666132236240043057.050592034,929
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-01-21,479144397069841489361.70212766,94
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-06-19,36338072613899122440.451316339,2393
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-07-07,32604623378999046015.712682379,1782
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-09-10,18165255127402810143.934201508,1459
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-09-12,19067217714154175222.450376454,2922
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-04-26,60514929654385861182.519280206,778
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-02-23,11036116153106221973.094170404,1784
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-06-09,115924365294726890756.302521008,357
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-11-27,20920904179825105544.610188573,3553
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-05-09,26422979730429416282.642089094,1302
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-07-15,33235216989926320422.535211268,1136
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-04-08,17843304180562664165.103189493,533
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-08-29,37491049140655319148.936170213,517
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-04-24,53204883124944511278.195488722,665
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-09-07,50540183515485586734.693877551,784
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-03-30,139813601192517051509.769094139,563
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-03-29,161364958693888603988.603988604,702
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-10-12,28476495429585326953.74800638,627
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-01-09,58915407938053945480.631276901,697
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-11-09,18082379174228699551.569506726,223
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-04-26,29436710955660678807.947019868,1208
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-01-15,6753630399861730115.863751198,11479
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-03-10,47460494346559580052.49343832,381
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-11-24,22860169450863962670.495333812,2786
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-05-02,58642084078297423887.587822014,427
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-04-15,10668422114645058823.529411765,850
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-04-22,33482260763354564315.352697095,482
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-08-17,33087012834203977272.727272727,704
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-12-28,8892514731515733706.517393043,5002
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-09-25,235308570450103333333.333333333,150
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-04-04,18841742547049666983.824928639,1051
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-10-28,69961707776034017595.307917889,341
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-03-02,15422783084378859857.482185273,1684
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-02-09,13468465196213749390.541199415,2051
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-03-04,361957156854635955056.179775281,267
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-04-26,166742387047366454689.984101749,629
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-02-12,346935739842359130434.782608696,115
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-07-15,27817994069139775910.364145658,357
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-07-18,48003790255975528169.014084507,568
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-06-18,18970886664171815718.157181572,738
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-05-15,68110557043442727272.727272727,1100
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-09-20,476544243259493820224.719101124,178
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-11-17,19515976136391535516.801361123,2351
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-09-08,91439370624829500000,600
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-01-30,7857493004471953837.895866881,3726
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-11-27,339721809872962295081.967213115,61
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-08-30,425833568064380851063.829787234,141
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-07-09,28099750428915168539.325842697,1068
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-07-21,20304903341433695652.173913043,276
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-03-08,53136823415674645030.425963489,493
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-10-04,22984742575932662192.393736018,447
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2019-09-25,52589309466691627172.195892575,633
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-07-18,27366674092813231197.771587744,718
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-12-25,334900775860937974683.544303797,79
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2016-11-26,293833871791128333333.333333333,60
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-03-26,211577764228716780045.351473923,441
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-10-07,16157487812074543874.891398784,1151
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-10-29,16252646602678952042.628774423,1126
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-11-07,29728379354300000000,525
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2017-11-16,15172231715339263074.484944532,2524
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,2018-07-05,16022781180337155963.302752294,654
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-11-03,2532816263321428571.428571429,560
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-08-13,1474214249230769230.769230769,377
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-08-09,3424489265544041450.777202073,772
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-11-17,2072104400241758241.758241758,455
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-12-26,2071617667214285714.285714286,420
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-01-11,0,254
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-03-31,1224755433140096618.357487923,414
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-04-02,1944471649945155393.053016453,547
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-05-12,5421168944530744238.705501618,309
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-05-29,1251261648088888888.888888889,675
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-07-13,1315932142366589327.146171694,431
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-07-14,1404258972219959266.802443992,491
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-02-13,990000000000000000,1
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-05-20,1793397337089201859.605633803,213
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-09-13,2453175196614420062.695924765,638
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-11-18,2353489216916996047.43083004,506
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-12-12,1819120114691780821.917808219,584
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-04-25,21522094231363636037.818181818,22
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-07-05,2006518715189655172.413793103,580
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-09-29,2262866262431444241.316270567,547
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-12-01,1765892611036144578.313253012,415
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-03-16,1446652313126338329.764453961,467
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-02-18,1455083235352697095.435684647,723
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-02-06,1351394030000000000,1
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-05-15,1794458107633802816.901408451,710
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-11-25,85419801666666666.666666667,6
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-03-02,1603548154199475065.6167979,381
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-06-08,901699410269299820.466786355,557
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-08-29,2137161108359941944.847605225,689
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-03-22,18000000000000000,5
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-10-15,810283408956834532.374100719,278
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-09-10,737459655418994413.407821229,358
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-07-17,2936281417947269303.201506591,531
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-09-21,2623389189250972762.645914397,1028
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-06-22,1552201469162640901.771336554,621
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-09-15,963943048141891891.891891892,296
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-05-22,5002471899854280510.018214936,549
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-07-26,1974897900623946037.099494098,593
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-03-31,1106315953571428571.428571429,14
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-10-14,1359270317348484848.484848485,264
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-08-15,1773493755367647058.823529412,544
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-11-19,797717127296296296.296296296,270
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-11-16,664304606679841897.233201581,253
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-04-08,703128853333333333.333333333,3
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-01-31,0,3
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-01-28,2013846153846153846.153846154,13
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-07-13,5765307396838842975.20661157,484
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-11-07,2080384445683646112.600536193,746
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-09-22,1212750043753943217.665615142,317
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-04-06,0,8
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-07-15,1074435075543478260.869565217,644
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-02-27,1881706859279279279.279279279,444
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-02-10,3875709454264069264.069264069,462
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-03-12,0,1
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-02-23,1671135032494758909.853249476,477
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-06-05,1793091637083333333.333333333,576
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-07-22,2246727626872340425.531914894,470
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-03-25,2067572120369565217.391304348,460
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-07-06,1176818020287162162.162162162,592
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-08-28,1487735766767441860.465116279,430
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-11-04,869835626876971608.832807571,317
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-09-16,900707148161559888.579387187,359
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-05-21,2296129064121863841.777777778,279
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-02-28,101793400000000006553.6,5
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-11-02,1920118208649789029.535864979,237
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-05-23,1938674209028340065.943319838,247
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-07-27,1380817404975961538.461538462,416
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-12-23,1642517759771573604.060913706,394
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2019-06-07,1261741718722986247.544204322,509
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,2018-09-10,3287548898491017964.071856287,835
