Date(UTC),UnixTimeStamp,BlockSize,AvgGasPrices,GasUsed,GasLimit,BlockTime,NetworkUtilization,TransactionFees,BlockDifficulty,NetworkHash,EtherSupply,MarketCap,AddressCount,Price,EthereumGTrends,TweetCount
1/4/2019,1546560000,18872,14197164275,33754357918,8001140,15.56,0.7607,3.60E+20,2592.14,180399.7742,104197658.3,16259.0026,54479485,156.04,8.73,5716
1/5/2019,1546646400,17351,24120227063,32335694087,8000991,15.37,0.7197,4.94E+20,2637.334,185468.098,104215683,16281.61616,54549058,156.23,6.12,5306
1/6/2019,1546732800,15855,13443565864,30112976964,8000995,15.47,0.6755,3.00E+20,2696.38,187186.1718,104233487.8,16532.47349,54625937,158.61,4.48,4943
1/7/2019,1546819200,18204,15727137336,31915860028,8001132,15.41,0.7115,3.36E+20,2701.574,190298.3768,104251529.4,15855.6151,54698034,152.09,5.36,6101
1/8/2019,1546905600,17916,13679045245,31137208059,8001204,15.53,0.7011,3.13E+20,2668.628,184981.6534,104269307.3,15755.09233,54777177,151.1,7.04,6291
1/9/2019,1546992000,17865,13525936033,31279267451,8001283,15.4,0.6978,2.99E+20,2703.895,190211.5117,104287329.8,15765.11564,54851110,151.17,5.12,5529
1/10/2019,1547078400,19150,15364969669,32195149893,8001229,15.52,0.7232,3.65E+20,2674.363,186276.7852,104305176.6,13346.8904,54921676,127.96,6.72,6232
1/11/2019,1547164800,18683,13631672273,33318084869,8001187,15.52,0.7487,3.31E+20,2692.033,186790.9227,104322974.2,13265.7094,55006790,127.16,5.12,5170
1/12/2019,1547251200,15918,12182668844,29702483987,8001065,15.59,0.6706,2.47E+20,2624.801,181093.0092,104340674.9,13129.18713,55082064,125.83,4.64,4277
1/13/2019,1547337600,15798,12299362181,29548320450,8001179,15.18,0.6558,2.66E+20,2608.14,182569.7794,104358630,12164.04192,55160900,116.56,5.04,4805
1/14/2019,1547424000,18452,19179700938,33474170588,8001170,15.17,0.7437,5.08E+20,2633.341,184943.4647,104376638.9,13541.82514,55212320,129.74,4.97,6104
1/15/2019,1547510400,18074,18403886289,31544999460,8000887,15.23,0.7028,4.23E+20,2702.084,188708.0399,104394559.3,12654.70848,55268626,121.22,4.97,6858
1/16/2019,1547596800,18008,20629866067,32162670591,8000843,15.53,0.7294,4.32E+20,2621.049,179529.688,104412163.2,12855.22553,55338711,123.12,5.04,6989
1/17/2019,1547683200,17900,13639170146,30901966019,8000821,15.41,0.6982,3.30E+20,2580.831,177700.9741,104429869.9,12920.0635,55398457,123.72,3.85,5989
1/18/2019,1547769600,17751,14390713391,31952137313,8001004,15.28,0.7127,3.70E+20,2571.663,177754.3264,104447660,12593.25437,55461646,120.57,3.08,5142
1/19/2019,1547856000,17863,12427478085,33878498386,8001008,15.07,0.7476,3.31E+20,2637.07,184503.3671,104465669.6,13042.53884,55516525,124.85,3.29,5088
1/20/2019,1547942400,17832,12387866392,33077247331,8001304,15.29,0.7423,3.07E+20,2673.566,184550.3414,104483433.8,12371.88339,55580219,118.41,1.75,4623
1/21/2019,1548028800,21357,13567626739,33763981311,8001274,16.82,0.8342,3.56E+20,2840.844,178144.598,104499574.9,12197.19038,55632881,116.72,2.05,4532
1/22/2019,1548115200,22711,18561474026,34637145295,8001144,16.91,0.8554,4.86E+20,2878.752,180021.9752,104515659.7,12449.90538,55678674,119.12,2.05,4875
1/23/2019,1548201600,20710,13308904468,31630703208,8001029,17.15,0.796,3.44E+20,2752.835,168483.6724,104531420.7,12289.75913,55738801,117.57,2.45,5182
1/24/2019,1548288000,19842,14394162195,31679636794,8001118,16.83,0.7814,3.55E+20,2805.105,175286.5866,104547498.5,12305.24057,55792185,117.7,1.9,5977
1/25/2019,1548374400,18310,13857565780,30938949942,8001115,16.79,0.7586,3.25E+20,2812.524,175620.0016,104563578.6,12121.01003,55852590,115.92,1.65,5519
1/26/2019,1548460800,17422,12616710414,33241053039,8000897,16.98,0.824,2.72E+20,2749.134,170993.5618,104579583.1,12165.7429,55949636,116.33,1.7,5476
1/27/2019,1548547200,18274,11788620538,31494607522,8001001,17.05,0.7868,2.70E+20,2739.501,168650.5178,104595429.3,11742.92885,56015893,112.27,1.55,4601
1/28/2019,1548633600,21577,15213901906,33400327582,8001024,17.52,0.8569,3.73E+20,2605.259,155983.8223,104610846,11126.40958,56077428,106.36,2.55,7092
1/29/2019,1548720000,22103,12439032644,32867605159,8001111,17.54,0.8453,3.29E+20,2443.768,146880.6219,104626309.8,10959.60595,56134529,104.75,2.35,6104
1/30/2019,1548806400,21568,13051979777,32975674787,8001210,17.3,0.834,3.51E+20,2404.537,145301.9116,104641865.2,11410.14898,56201300,109.04,2.2,6534
1/31/2019,1548892800,20803,14209971121,35261654580,8001156,17.33,0.8957,3.90E+20,2465.758,150028.8135,104657518.6,11186.84217,56248244,106.89,2.35,6358
2/1/2019,1548979200,20373,13234562600,32761450415,8001360,17.67,0.8464,3.59E+20,2408.028,143116.014,104672819.3,11203.13185,56302325,107.03,2.15,4182
2/2/2019,1549065600,17499,12000569516,30168904532,8001269,17.41,0.7687,2.87E+20,2358.91,143036.2313,104688430.9,11620.41583,56367477,111,1.5,4623
2/3/2019,1549152000,16597,11637460620,28022576836,8001164,17.68,0.7238,2.54E+20,2354.61,139150.9121,104703657,11225.27907,56427227,107.21,2.2,5250
2/4/2019,1549238400,16326,12082194503,28109457360,8001218,17.39,0.7144,2.67E+20,2361.903,141058.0782,104719051.7,11194.46663,56486433,106.9,1.85,5596
2/5/2019,1549324800,16601,12593215644,27984580259,8001176,17.54,0.7167,2.70E+20,2363.999,141593.6815,104734470.5,11199.25693,56551532,106.93,2.4,4877
2/6/2019,1549411200,17023,12593166346,28696360299,8001322,17.55,0.7343,2.84E+20,2348.84,139435.1741,104749772.8,10946.35126,56608384,104.5,2.65,4763
2/7/2019,1549497600,17432,14057368181,29441176225,8001263,17.44,0.7497,3.03E+20,2334.071,139449.921,104765171.5,10927.00738,56657408,104.3,2.2,4724
2/8/2019,1549584000,18982,13310836398,30304669218,8001377,17.43,0.7712,3.27E+20,2371.717,142467.7242,104780642.8,12520.239,56700844,119.49,2.45,4644
2/9/2019,1549670400,17138,12390959208,29701599787,8001139,17.49,0.7592,2.92E+20,2370.09,141162.9802,104795989.8,12518.92894,56741727,119.46,2.45,4551
2/10/2019,1549756800,18598,12847065310,26786193364,8001145,20,0.7792,2.74E+20,2799.616,145132.8832,104809360.2,13161.95945,56774281,125.58,2.35,3650
2/11/2019,1549843200,20700,13977805236,27611571189,8001168,20.48,0.8253,3.21E+20,2790.454,142235.6399,104822491.3,12658.36404,56811861,120.76,2.5,4699
2/12/2019,1549929600,20824,13012487105,28573833622,8001034,20.12,0.8368,3.17E+20,2845.497,147544.2715,104835855,12856.0209,56863110,122.63,2.55,4456
2/13/2019,1550016000,23368,13713241302,29584055361,8001092,20.48,0.8894,3.57E+20,2813.683,142540.4061,104848912.5,12824.07049,56909147,122.31,2.3,4972
2/14/2019,1550102400,23305,19148327564,29051955302,8001481,20.62,0.8742,3.95E+20,2763.886,140337.5751,104861993.4,12672.5719,56956220,120.85,2.65,4997
2/15/2019,1550188800,22751,14753437258,30180437810,8001147,20.68,0.9086,4.08E+20,2758.556,139939.2522,104875057.3,12796.8545,57001593,122.02,2.25,4579
2/16/2019,1550275200,21513,13510079150,29978364164,8001206,20.39,0.8894,3.60E+20,2791.493,144000.9622,104888338.8,12928.53664,57050183,123.26,2.5,4190
2/17/2019,1550361600,22199,13757940835,29860882794,8001298,20.76,0.9041,3.58E+20,2787.184,140520.5263,104901328.2,14086.15034,57096346,134.28,3.43,4412
2/18/2019,1550448000,24106,17094399315,31150438004,8001130,20.47,0.93,4.92E+20,2800.544,144791.9973,104914625.9,15373.14014,57149454,146.53,7,6086
2/19/2019,1550534400,24581,3.74E+11,31990800940,8001406,19.99,0.9336,4.48E+21,2931.316,154063.7497,104928158.7,15151.62611,57200590,144.4,5.39,5261
2/20/2019,1550620800,24759,16098676684,31658564437,8001347,20.15,0.935,4.65E+20,2934.33,152931.5965,104941575.9,15660.43137,57247521,149.23,4.13,4891
2/21/2019,1550707200,25217,15306757881,32160208363,8001243,20.22,0.9458,4.50E+20,2935.973,152031.7369,104954915.6,15361.20144,57291589,146.36,4.06,4536
2/22/2019,1550793600,24969,14913439608,31958692019,8001252,20.28,0.9431,4.26E+20,2909.985,150079.7621,104968207.6,15644.46166,57337943,149.04,4.55,4460
2/23/2019,1550880000,21843,14039107293,31537207542,8001223,19.76,0.9055,3.85E+20,3019.639,159998.9286,104981859.6,16742.50697,57383379,159.48,4.41,4337
2/24/2019,1550966400,24399,16251853700,31412524215,8001394,20.12,0.923,4.65E+20,3010.99,156160.2762,104995217.8,14008.46195,57426888,133.42,6.3,4832
2/25/2019,1551052800,26690,17020990610,32472793305,8001148,20.2,0.9579,5.24E+20,2966.1,154106.7468,105008589.4,14598.2941,57476686,139.02,4.13,4930
2/26/2019,1551139200,26269,17415861033,32859962542,8001364,20.09,0.9595,5.25E+20,2978.234,156426.1998,105022110.1,14400.63174,57532414,137.12,3.85,5000
2/27/2019,1551225600,25340,16334617513,32657440136,8001071,20.04,0.9535,4.78E+20,2974.809,156143.051,105035621.6,14278.5424,57588246,135.94,4.48,4974
2/28/2019,1551312000,25117,18834674068,33081119561,8001137,19.61,0.9472,5.45E+20,2927.453,157689.3983,105048576.4,14317.07048,57641363,136.29,5.39,5382
3/1/2019,1551398400,18943,12974077284,39420363698,8001373,14.3,0.8235,3.93E+20,2036.275,153097.6788,105061446,14304.11588,57705913,136.15,7,5025
3/2/2019,1551484800,16459,12153807142,38528471339,8001398,13.35,0.755,3.58E+20,1923.253,153058.8872,105075082.7,14060.09681,57795370,133.81,5.6,4409
3/3/2019,1551571200,15337,12061882513,36141033693,8001273,13.42,0.7108,3.32E+20,1909.053,151531.1136,105088679.8,13788.68568,57907490,131.21,3.45,4186
3/4/2019,1551657600,19803,12666122902,41736878876,8001294,13.41,0.8196,4.29E+20,1887.288,150458.7982,105102323.8,13288.0868,57985080,126.43,4.35,4843
3/5/2019,1551744000,18740,13496902482,39881457026,8001222,13.34,0.7777,4.30E+20,1902.401,152786.6159,105116076.7,14498.66046,58061668,137.93,4.95,5141
3/6/2019,1551830400,17726,14045984060,37720064716,8001247,13.4,0.7397,4.14E+20,1911.665,151340.1074,105129642.5,14559.40419,58136684,138.49,3.5,4923
3/7/2019,1551916800,17116,13740882181,37630699661,8001359,13.32,0.7345,4.11E+20,1904.525,151877.0796,105143314.5,14472.97725,58217420,137.65,3.2,4484
3/8/2019,1552003200,18800,13479470622,38737885031,8001246,13.41,0.7608,4.06E+20,1929.4,153458.7686,105156935.5,14135.19527,58294568,134.42,3.3,4431
3/9/2019,1552089600,17547,11957111022,38202661271,8001071,13.43,0.7514,3.61E+20,1883.192,148650.1467,105170466,14538.76522,58380247,138.24,3.5,3751
3/10/2019,1552176000,15045,12106103256,36152691073,8001133,13.15,0.6973,3.14E+20,1884.252,152288.5413,105184310.7,14342.9326,58462814,136.36,2.95,3626
3/11/2019,1552262400,17059,12484460496,38854223598,8001107,13.38,0.7628,3.50E+20,1883.358,148706.84,105197825,14048.11755,58549673,133.54,3.4,4751
3/12/2019,1552348800,17676,12238102548,38972844083,8001194,13.18,0.7576,3.57E+20,1853.561,147963.0717,105211484.2,14137.26713,58652844,134.37,4.15,5027
3/13/2019,1552435200,19134,11704565023,41098614057,8001166,13.31,0.8058,3.47E+20,1841.285,146450.3292,105225072,13987.56883,58739928,132.93,3.75,4509
3/14/2019,1552521600,18486,11052545157,40305717005,8001235,13.24,0.7871,3.23E+20,1852.579,147584.477,105238695.3,13985.17022,58835285,132.89,3.6,4392
3/15/2019,1552608000,17922,11016047852,39674989959,8001118,13.31,0.7752,3.32E+20,1859.099,147372.303,105252252.4,14485.8675,58910300,137.63,3.35,3875
3/16/2019,1552694400,16269,10383394399,37614470302,8001218,13.11,0.7253,2.73E+20,1892.599,153072.7414,105266068,14914.09651,59002310,141.68,4.55,3520
3/17/2019,1552780800,15331,14577386112,36580109837,8001131,13.34,0.7165,3.11E+20,1901.661,150878.2844,105279638.7,14711.77671,59110630,139.74,2.64,3346
3/18/2019,1552867200,19382,1.96E+11,42577612070,8001047,13.34,0.8398,2.58E+21,1883.18,148627.3403,105293119.2,14583.097,59180827,138.5,2.56,4349
3/19/2019,1552953600,21169,13115885101,42575768618,8001102,13.27,0.8323,4.32E+20,1809.207,144234.0276,105306739.9,14686.07795,59255532,139.46,3.08,3994
3/20/2019,1553040000,19680,12179174942,42081771829,8001058,13.15,0.8151,3.91E+20,1866.012,150209.6171,105320495.9,14768.03994,59332690,140.22,3.08,4495
3/21/2019,1553126400,20227,13904796043,45894918369,8001067,13.4,0.9042,5.66E+20,1861.646,148069.7725,105334078.4,14284.35437,59393624,135.61,3.12,3953
3/22/2019,1553212800,19821,12584442788,43152039321,8001195,13.34,0.8463,4.62E+20,1842.031,146786.862,105347688.4,14407.34987,59460989,136.76,2.88,3844
3/23/2019,1553299200,17356,10993968628,39695293453,8001069,13.26,0.7745,3.49E+20,1833.592,147430.1559,105361404.4,14512.47984,59529497,137.74,2.84,3887
3/24/2019,1553385600,16938,11003609358,39231359540,8001187,13.28,0.7652,3.47E+20,1846.682,147221.5813,105375031.7,14353.13306,59619738,136.21,2.36,4063
3/25/2019,1553472000,20021,12549223821,41444947656,8001285,13.29,0.8098,4.38E+20,1843.361,147020.8267,105388663,14117.8653,59704810,133.96,2.8,4249
3/26/2019,1553558400,20393,13059718677,41958099117,8001255,13.42,0.8276,4.56E+20,1794.096,142510.2071,105402216.8,14154.4637,59788142,134.29,2.4,4494
3/27/2019,1553644800,20194,13596847307,42940357362,8001222,13.2,0.8335,5.02E+20,1761.3,141617.4885,105415952.9,14782.47908,59868211,140.23,3,5019
3/28/2019,1553731200,19719,12197114669,40811638961,8001212,13.38,0.8023,4.34E+20,1775.233,141422.8001,105429551.3,14590.3956,59959058,138.39,3.2,5239
3/29/2019,1553817600,20950,12576130900,45327181927,8001273,13.38,0.8923,4.89E+20,1791.437,141987.9888,105443090.2,15227.03666,60036628,144.41,2.56,4597
3/30/2019,1553904000,20715,10413550419,43858855701,8001129,13.38,0.8626,3.83E+20,1716.959,136800.333,105456681.5,15110.8879,60105639,143.29,3,4592
3/31/2019,1553990400,19955,10558447429,44736287837,8001138,13.29,0.8741,3.91E+20,1721.43,137794.0603,105470340.7,15018.97652,60163582,142.4,4.76,4025
4/1/2019,1554076800,20491,12552870066,44030984417,8001265,13.23,0.8598,4.90E+20,1809.756,145052.8084,105484037.3,14962.91069,60237017,141.85,2.66,4524
4/2/2019,1554163200,23063,13857811373,44877692527,8001317,13.31,0.8839,5.64E+20,1796.568,143434.3513,105497657.1,17399.72858,60320154,164.93,5.6,5067
4/3/2019,1554249600,23145,16783552076,45894954167,8001210,13.42,0.908,6.66E+20,1788.932,142099.9699,105511209,17006.29667,60394994,161.18,7,5145
4/4/2019,1554336000,21792,13718910474,42149491093,8001402,13.29,0.8259,5.05E+20,1819.524,146678.0654,105524940.2,16680.3273,60462931,158.07,3.57,4443
4/5/2019,1554422400,19259,11844298751,38726714169,8001392,13.21,0.7562,3.93E+20,1821.34,145454.2284,105538580.8,17560.56446,60541481,166.39,2.73,4036
4/6/2019,1554508800,17014,10759382633,37417754638,8001304,13.25,0.7268,3.44E+20,1843.194,146623.543,105552189.6,17551.21809,60638085,166.28,2.94,4592
4/7/2019,1554595200,17631,11332764771,36566101424,8001095,13.13,0.7086,3.52E+20,1823.189,145749.6505,105565866.3,18534.19914,60731219,175.57,5.81,5369
4/8/2019,1554681600,20225,12537949552,42220874038,8001018,13.22,0.8217,4.50E+20,1825.617,146577.5911,105579585,19116.23967,60814016,181.06,4.83,5941
4/9/2019,1554768000,19618,12040035380,39688384813,8001024,13.19,0.7735,3.97E+20,1851.498,147734.0918,105593217.8,18616.08429,60896642,176.3,3.57,4382
4/10/2019,1554854400,22604,15258127612,43345835713,8001129,13.18,0.8424,5.43E+20,1878.252,151042.7971,105606948.8,18733.61666,60991939,177.39,4.13,4450
4/11/2019,1554940800,24120,12499489602,44470427909,8001080,13.31,0.8736,4.64E+20,1894.482,150418.3563,105620514.3,17452.73379,61068661,165.24,2.59,4765
4/12/2019,1555027200,20339,11673635693,40916157239,8001343,13.28,0.7991,4.05E+20,1879.059,149367.7831,105634100.3,17383.14755,61136009,164.56,3.29,4508
4/13/2019,1555113600,17601,10652876605,37391327889,8001506,13.08,0.7241,3.32E+20,1898.393,152091.1421,105647800,17382.23254,61216732,164.53,1.82,4030
4/14/2019,1555200000,17002,10388886423,37321591275,8001093,13.26,0.7298,3.10E+20,1929.568,153896.4586,105661437.6,17822.97129,61297179,168.68,1.4,4302
4/15/2019,1555286400,21486,10617255578,41931360165,8001238,13.16,0.8172,3.54E+20,1923.713,154386.8729,105675146.8,16939.72603,61392471,160.3,1.75,4433
4/16/2019,1555372800,22688,10784749556,45078468225,8001304,13.21,0.8827,4.13E+20,1896.986,151780.8453,105688806.1,17639.46174,61473358,166.9,1.9,4830
4/17/2019,1555459200,20874,11272692912,42254922636,8001388,13.3,0.8298,4.33E+20,1863.102,148013.0854,105702380,17654.41151,61578463,167.02,1.8,5906
4/18/2019,1555545600,21212,11933245058,43956683963,8001399,13.27,0.8597,4.50E+20,1854.243,147588.2697,105715978,18458.00975,61689002,174.6,2.65,5855
4/19/2019,1555632000,20811,11036616753,40298095179,8001303,13.19,0.7835,3.73E+20,1881.714,150842.0119,105729678.3,18410.70888,61791506,174.13,1.95,5033
4/20/2019,1555718400,20168,8988625935,38722063179,8001231,13.33,0.7623,2.91E+20,1873.586,149431.5319,105743290.8,18395.10288,61893168,173.96,2.25,4939
4/21/2019,1555804800,20870,9504825894,41490054924,8001099,13.17,0.805,3.11E+20,1876.835,150581.2768,105757012.7,18010.41927,61991127,170.3,1.7,5636
4/22/2019,1555891200,21123,10745867154,41747056633,8001219,13.23,0.8143,3.60E+20,1905.395,152211.0941,105770665.8,18181.97745,62113000,171.9,1.65,5821
4/23/2019,1555977600,21970,11225045012,42439955078,8001352,13.51,0.844,3.90E+20,1895.957,150491.558,105784205.7,18053.13254,62237145,170.66,1.95,6310
4/24/2019,1556064000,20009,12141527708,41123651051,8001144,13.27,0.8059,3.69E+20,1853.654,147605.7983,105797806.9,17567.72584,62361456,166.05,2.35,6588
4/25/2019,1556150400,20132,10528010066,39121900618,8001331,13.14,0.7589,3.19E+20,1850.592,148047.3709,105811491.3,16188.10005,62454375,152.99,1.85,5783
4/26/2019,1556236800,20024,12095560071,40518820309,8001357,13.16,0.7882,4.08E+20,1848.837,148934.0643,105825248,16556.36004,62559755,156.45,1.85,4559
4/27/2019,1556323200,16417,9632992552,34658137362,8001238,13.13,0.6704,2.64E+20,1894.07,151569.4474,105838937.1,16760.65408,62638942,158.36,1.8,4344
4/28/2019,1556409600,17957,9399212617,37227949798,8001322,13.23,0.7321,2.76E+20,1885.095,150065.793,105852536.7,16729.99342,62715640,158.05,1.68,4347
4/29/2019,1556496000,19214,10356343230,38573360303,8001343,13.21,0.7522,3.08E+20,1905.69,152499.316,105866217.8,16588.17766,62794234,156.69,1.98,4426
4/30/2019,1556582400,20890,10119622328,42019403750,8001293,13.24,0.8226,3.33E+20,1928.695,154027.76,105879866.5,17405.59126,62869677,164.39,5.16,5642
5/1/2019,1556668800,20186,9786414125,41038897810,8001551,13.12,0.7957,3.47E+20,1919.593,153722.9371,105893555.7,17093.33775,62957953,161.42,1.8,4946
5/2/2019,1556755200,24056,40480290586,45131761398,8001173,13.21,0.8788,7.79E+20,1908.352,152292.7053,105907200.2,17081.77232,63036725,161.29,1.14,4366
5/3/2019,1556841600,21965,10997063020,41255547454,8001352,13.38,0.8152,3.77E+20,1896.925,149734.1014,105920682.7,17820.09565,63114381,168.24,1.68,4840
5/4/2019,1556928000,18463,10092628539,38682539142,8001319,13.01,0.7426,3.13E+20,1945.627,157316.5166,105934511.9,17331.94549,63187855,163.61,1.68,4598
5/5/2019,1557014400,19106,9698121519,39705294286,8001456,13.27,0.7793,3.22E+20,1958.102,156285.5768,105948147.3,17369.13927,63267970,163.94,1.32,3989
5/6/2019,1557100800,24830,10589774139,45208594840,8001411,13.36,0.8897,3.95E+20,1917.967,152371.8572,105961715.1,18405.54991,63347355,173.7,2.1,4825
5/7/2019,1557187200,28009,12582212961,49103013450,8001103,13.29,0.9615,4.69E+20,1945.361,155268.599,105975336.7,17866.38201,63425962,168.59,1.8,5495
5/8/2019,1557273600,24559,10988087035,45504951018,8001660,13.36,0.899,3.96E+20,1933.129,153710.6,105988911.5,18168.61921,63503107,171.42,1.86,4816
5/9/2019,1557360000,22854,10636414510,44872105890,8001948,13.31,0.8819,3.85E+20,1933.476,154275.3123,106002521.9,18111.59089,63582142,170.86,1.8,3830
5/10/2019,1557446400,22895,11387738585,45379669435,8002309,13.15,0.8824,4.28E+20,1925.41,154745.8825,106016251,18287.80329,63682881,172.5,1.68,4272
5/11/2019,1557532800,22665,10905004770,43750021377,8003168,13.19,0.8562,3.65E+20,1949.808,155036.8502,106029843.8,20404.38315,63776929,192.44,2.94,5644
5/12/2019,1557619200,21533,10835160355,42436007310,8003208,13.12,0.8245,3.63E+20,1970.526,157778.9209,106043532.7,19951.03023,63859226,188.14,5.72,4824
5/13/2019,1557705600,23003,13689484729,44218548709,8003174,13.22,0.8707,4.69E+20,1964.09,155740.5065,106057087.1,20769.15937,63960751,195.83,7.02,5181
5/14/2019,1557792000,24211,13338733306,47844313875,8003940,13.08,0.9249,5.29E+20,2005.848,160908.952,106070806.4,23034.33632,64073829,217.16,7.67,6042
5/15/2019,1557878400,25388,16275386400,48894301884,8003799,13.04,0.9453,6.61E+20,2027.559,162979.116,106084549.1,26376.86229,64193538,248.64,13,6138
5/16/2019,1557964800,26549,21005575115,48029862890,8003919,13.37,0.9478,9.07E+20,2028.509,161412.0335,106098127.2,28059.77169,64314061,264.47,12.87,6416
5/17/2019,1558051200,25690,18212850135,48547285772,8003791,13.07,0.9434,7.41E+20,2115.801,170929.3098,106111911.2,25980.44034,64419715,244.84,6.37,5501
5/18/2019,1558137600,23032,14709151796,48021098995,8003697,13.19,0.9378,5.57E+20,2162.66,171711.2012,106125482.3,24829.11785,64519160,233.96,4.94,4450
5/19/2019,1558224000,21899,14046405891,45914348177,8003718,13.24,0.8998,4.82E+20,2115.431,168230.642,106139072.2,27691.68393,64621792,260.9,3.76,4568
5/20/2019,1558310400,24951,15523993957,46419904661,8003556,13.32,0.9149,5.68E+20,2094.413,165541.0784,106152576.4,26761.06451,64713701,252.1,2.88,5212
5/21/2019,1558396800,23950,12949937514,46743327954,8003300,13.28,0.9225,4.65E+20,2059.313,163076.6483,106166091.6,27065.98339,64833070,254.94,3.28,5154
5/22/2019,1558483200,25634,16439389013,47046123182,8003520,13.21,0.92,6.41E+20,2063.611,164945.575,106179751.7,25850.52234,64928428,243.46,3.36,4842
5/23/2019,1558569600,25428,14469157604,46998393744,8003364,13.38,0.9286,5.53E+20,2051.025,162420.2795,106193287,26081.07128,65033545,245.6,3.2,4888
5/24/2019,1558656000,25641,15059891209,46180187015,8003451,13.21,0.9039,5.97E+20,2007.008,159701.1251,106206886.7,26510.30098,65142733,249.61,2.8,7457
5/25/2019,1558742400,23055,12137206615,44798872647,8002820,13.04,0.8597,4.45E+20,2016.154,162225.7339,106220655,26713.43253,65246947,251.49,2.64,7118
5/26/2019,1558828800,21835,10795166754,42512386843,8002952,13.18,0.8278,3.60E+20,2014.949,161032.7064,106234307.6,28498.41536,65338277,268.26,2.8,6179
5/27/2019,1558915200,26746,14709981473,47388421901,8003552,13.21,0.927,6.16E+20,2084.582,165801.474,106247892,28881.36449,65446335,271.83,3.6,6215
5/28/2019,1559001600,25652,15120065441,46676642604,8003504,13.31,0.9204,5.98E+20,2038.62,161367.1711,106261401.6,28844.65746,65564460,271.45,2.96,6006
5/29/2019,1559088000,26071,16609583268,49364278740,8003548,12.96,0.9449,6.65E+20,2118.881,171496.9579,106275244.2,28651.80582,65687052,269.6,2.64,5514
5/30/2019,1559174400,25711,17362707848,46363763067,8003653,13.41,0.9199,6.93E+20,2144.631,168020.9482,106288637.7,27045.14385,65787698,254.45,4,6116
5/31/2019,1559260800,23397,15875042148,47333735726,8003470,13.09,0.9143,6.22E+20,2100.8,169060.8842,106302390,28427.38513,65925145,267.42,2.8,5013
6/1/2019,1559347200,25187,13503119540,47362841756,8003587,13.25,0.9304,5.98E+20,2112.902,169032.1384,106316023.8,28142.91467,66121037,264.71,2.16,4189
6/2/2019,1559433600,24320,10838097166,44724085449,8003130,13.24,0.876,4.21E+20,2151.619,170485.9048,106329557.1,28635.61302,66305773,269.31,1.8,3724
6/3/2019,1559520000,25335,13640935323,46339809679,8003500,13.33,0.9174,5.31E+20,2063.523,163195.0397,106343055.8,26544.29015,66457950,249.61,1.68,5160
6/4/2019,1559606400,25298,14336552294,46829722033,8003444,13.25,0.9156,5.38E+20,2071.997,164488.7217,106356626.2,25642.58257,66563213,241.1,1.8,5116
6/5/2019,1559692800,23410,14726678555,45891214202,8003085,13.16,0.8969,5.18E+20,2023.578,162120.4283,106370290.4,26184.11069,66653053,246.16,1.56,4563
6/6/2019,1559779200,23387,12778204456,47440519793,8003419,13.1,0.9197,4.89E+20,2100.679,168419.0153,106383990.3,26535.35871,66769949,249.43,1.68,4234
6/7/2019,1559865600,22693,13551596264,44725474230,8003178,13.34,0.8821,4.54E+20,2119.226,167649.4198,106397503.7,26550.43308,66866768,249.54,1.26,3814
6/8/2019,1559952000,28245,17865004622,46050070622,8003465,13.3,0.9101,7.22E+20,2064.763,163030.2239,106410985,26006.84474,66938268,244.4,1.2,3583
6/9/2019,1560038400,20388,11772205947,44396234970,8003098,13.3,0.8726,3.51E+20,2025.066,159778.6588,106424480.1,24629.81743,67032880,231.43,1.44,4142
6/10/2019,1560124800,27708,18767554680,46980076087,8003466,13.05,0.9118,7.68E+20,2030.955,163745.7268,106438236.3,26392.42507,67106074,247.96,1.38,4615
6/11/2019,1560211200,27086,15302451335,47375191771,8003385,13.2,0.9271,5.97E+20,2036.31,161584.9525,106451794.3,26097.72189,67182793,245.16,1.38,4973
6/12/2019,1560297600,24645,10704744804,46666159224,8003026,13.27,0.9165,3.87E+20,2029.659,161245.1261,106465368,28005.71506,67267710,263.05,1.38,7642
6/13/2019,1560384000,22168,12498549026,46509414778,8003237,13.22,0.9079,3.94E+20,1999.363,158745.7391,106478938.2,27161.71235,67364217,255.09,1.38,9811
6/14/2019,1560470400,23694,14507586823,46682769815,8003512,13.17,0.9109,5.09E+20,2004.824,159829.0172,106492561.8,28088.47811,67450291,263.76,1.38,8100
6/15/2019,1560556800,26219,16655327552,46366210294,8003043,13.31,0.911,6.50E+20,2010.443,160137.3641,106506159.7,28673.58832,67533236,269.22,1.5,6299
6/16/2019,1560643200,23509,11744583227,44496676798,8003350,13.13,0.8649,3.88E+20,2005.505,160811.7646,106519854,28603.77639,67619745,268.53,2.52,8700
6/17/2019,1560729600,26723,18033291141,46712422394,8003564,13.21,0.916,7.21E+20,2024.351,161713.7849,106533493.1,29181.65443,67728150,273.92,3.42,9308
6/18/2019,1560816000,24478,14140107747,46829908104,8003377,13.28,0.9203,4.86E+20,2029.071,160000.6762,106546967.1,28182.73827,67863603,264.51,3.15,7346
6/19/2019,1560902400,26787,15149051110,47122430639,8003633,13.26,0.922,5.68E+20,2052.795,163011.8685,106560533.3,28665.84907,67956476,269.01,2.79,6837
6/20/2019,1560988800,28152,19171082160,47206516738,8003774,13.25,0.9233,7.77E+20,2030.28,162069.9412,106574162.8,29010.55287,68045799,272.21,2.43,6487
